			Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance				
US 75 Northbound	05:05:00	Car	10267	100.00	80593.97	7.85	24344.17	2.37	63557.16	6.19			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	10267	100.00	80628.96	7.85	24355.66	2.37	63583.81	6.19			Truck	4	N/A	35.00	8.75	11.49	2.87	26.65	6.66			
US 75 Southbound	05:05:00	Car	7828	100.00	51658.38	6.60	7135.31	0.91	50698.41	6.48			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	7828	100.00	51711.47	6.61	7139.15	0.91	50754.45	6.48			Truck	5	N/A	53.10	10.62	3.84	0.77	56.04	11.21			
Entire System	05:10:00	Car	66486	98.56	652164.00	9.81	220689.98	3.32	326771.75	4.91			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	968	1.44	7214.50	7.45	477.80	0.49	7054.46	7.29			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	67454	100.00	659815.81	9.78	221309.88	3.28	334037.94	4.95			Truck	31	N/A	437.00	14.10	142.09	4.58	211.57	6.82			
Greenville Ave Northbound	05:10:00	Car	4923	100.00	11992.19	2.44	4313.11	0.88	4801.74	0.98			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	4923	100.00	12000.59	2.44	4314.60	0.88	4806.18	0.98			Truck	2	N/A	8.40	4.20	1.49	0.74	4.44	2.22			
Greenville Ave Southbound	05:10:00	Car	2428	100.00	5149.10	2.12	1192.89	0.49	2513.01	1.04			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2428	100.00	5151.00	2.12	1192.98	0.49	2514.26	1.04			Truck	2	N/A	1.90	0.95	0.09	0.05	1.25	0.62			
IH 635 Eastbound	05:10:00	Car	2322	100.00	17135.46	7.38	8441.11	3.64	9967.66	4.29			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2322	100.00	17135.46	7.38	8441.11	3.64	9967.66	4.29			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	05:10:00	Car	2784	100.00	9612.00	3.45	583.90	0.21	10324.81	3.71			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2784	100.00	9612.00	3.45	583.90	0.21	10324.81	3.71			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	05:10:00	Car	868	100.00	2400.90	2.77	161.13	0.19	2586.30	2.98			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	868	100.00	2400.90	2.77	161.13	0.19	2586.30	2.98			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	05:10:00	Car	950	100.00	3003.60	3.16	193.49	0.20	3207.42	3.38			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	950	100.00	3003.60	3.16	193.49	0.20	3207.42	3.38			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	05:10:00	Car	13813	100.00	31548.27	2.28	16321.68	1.18	10182.66	0.74			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	13813	100.00	31580.56	2.29	16343.11	1.18	10189.69	0.74			Truck	9	N/A	32.30	3.59	21.43	2.38	7.03	0.78			
US 75 Frontage Rd Southbound	05:10:00	Car	12871	100.00	24468.52	1.90	11381.90	0.88	8474.75	0.66			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	12871	100.00	24493.62	1.90	11389.51	0.88	8486.20	0.66			Truck	13	N/A	25.10	1.93	7.61	0.59	11.44	0.88			
US 75 HOV Northbound	05:10:00	Car	634	100.00	4385.80	6.92	107.50	0.17	4492.48	7.09			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	634	100.00	4385.80	6.92	107.50	0.17	4492.48	7.09			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	05:10:00	Car	122	100.00	756.00	6.20	29.24	0.24	766.49	6.28			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	122	100.00	756.00	6.20	29.24	0.24	766.49	6.28			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	05:10:00	Car	9047	100.00	73094.82	8.08	21389.15	2.36	58493.65	6.47			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	9047	100.00	73124.02	8.08	21398.08	2.37	58516.71	6.47			Truck	4	N/A	29.20	7.30	8.93	2.23	23.06	5.77			
US 75 Southbound	05:10:00	Car	6767	100.00	46800.48	6.92	6328.00	0.94	46032.93	6.80			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	6767	100.00	46851.68	6.92	6332.07	0.94	46086.41	6.81			Truck	6	N/A	51.20	8.53	4.07	0.68	53.47	8.91			
Entire System	05:15:00	Car	56129	98.53	550123.81	9.80	188159.72	3.35	275463.78	4.91			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	835	1.47	6332.10	7.58	418.50	0.50	6191.36	7.41			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	56964	100.00	556837.50	9.78	188702.17	3.31	281838.50	4.95			Truck	31	N/A	381.30	12.30	123.96	4.00	183.51	5.92			
Greenville Ave Northbound	05:15:00	Car	4135	100.00	9871.29	2.39	3530.66	0.85	3961.45	0.96			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	4135	100.00	9878.79	2.39	3532.15	0.85	3965.42	0.96			Truck	1	N/A	7.50	7.50	1.49	1.49	3.97	3.97			
Greenville Ave Southbound	05:15:00	Car	2117	100.00	4356.10	2.06	1017.31	0.48	2121.35	1.00			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2117	100.00	4358.00	2.06	1017.40	0.48	2122.59	1.00			Truck	2	N/A	1.90	0.95	0.09	0.05	1.25	0.62			
IH 635 Eastbound	05:15:00	Car	2043	100.00	13747.78	6.73	6750.90	3.30	8024.48	3.93			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2043	100.00	13747.78	6.73	6750.90	3.30	8024.48	3.93			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	05:15:00	Car	2487	100.00	8287.01	3.33	514.00	0.21	8900.77	3.58			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2487	100.00	8287.01	3.33	514.00	0.21	8900.77	3.58			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	05:15:00	Car	729	100.00	1946.00	2.67	133.14	0.18	2097.24	2.88			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	729	100.00	1946.00	2.67	133.14	0.18	2097.24	2.88			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	05:15:00	Car	808	100.00	2504.70	3.10	166.58	0.21	2678.32	3.31			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	808	100.00	2504.70	3.10	166.58	0.21	2678.32	3.31			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	05:15:00	Car	11254	100.00	26910.45	2.39	14704.09	1.31	8184.54	0.73			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	11254	100.00	26945.45	2.39	14729.91	1.31	8190.51	0.73			Truck	8	N/A	35.00	4.38	25.82	3.23	5.98	0.75			
US 75 Frontage Rd Southbound	05:15:00	Car	10868	100.00	19590.82	1.80	9010.17	0.83	6862.14	0.63			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	10868	100.00	19609.92	1.80	9015.47	0.83	6871.10	0.63			Truck	13	N/A	19.10	1.47	5.30	0.41	8.96	0.69			
US 75 HOV Northbound	05:15:00	Car	538	100.00	3878.40	7.21	95.44	0.18	3975.84	7.39			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	538	100.00	3878.40	7.21	95.44	0.18	3975.84	7.39			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	05:15:00	Car	94	100.00	586.00	6.23	22.39	0.24	591.98	6.30			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	94	100.00	586.00	6.23	22.39	0.24	591.98	6.30			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	05:15:00	Car	7774	100.00	62758.01	8.07	17801.89	2.29	50939.05	6.55			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	7774	100.00	62779.21	8.08	17805.24	2.29	50959.35	6.56			Truck	3	N/A	21.20	7.07	3.34	1.11	20.30	6.77			
US 75 Southbound	05:15:00	Car	5611	100.00	39755.50	7.09	5317.18	0.95	39147.70	6.98			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5611	100.00	39797.70	7.09	5320.78	0.95	39191.55	6.98			Truck	6	N/A	42.20	7.03	3.60	0.60	43.86	7.31			
Entire System	05:20:00	Car	45566	98.52	434676.03	9.54	150187.52	3.30	217739.92	4.78			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	683	1.48	5098.80	7.47	345.60	0.51	4976.90	7.29			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	46249	100.00	440088.16	9.52	150639.27	3.26	222861.91	4.82			Truck	29	N/A	313.20	10.80	106.16	3.66	145.16	5.01			
Greenville Ave Northbound	05:20:00	Car	3196	100.00	7830.10	2.45	2839.75	0.89	3122.08	0.98			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3196	100.00	7837.60	2.45	2841.24	0.89	3126.05	0.98			Truck	1	N/A	7.50	7.50	1.49	1.49	3.97	3.97			
Greenville Ave Southbound	05:20:00	Car	1644	100.00	3352.10	2.04	773.19	0.47	1648.98	1.00			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1644	100.00	3353.90	2.04	773.28	0.47	1650.15	1.00			Truck	1	N/A	1.80	1.80	0.09	0.09	1.17	1.17			
IH 635 Eastbound	05:20:00	Car	1735	100.00	9910.99	5.71	4700.48	2.71	5989.68	3.45			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1735	100.00	9910.99	5.71	4700.48	2.71	5989.68	3.45			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	05:20:00	Car	2016	100.00	6734.40	3.34	420.29	0.21	7236.44	3.59			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2016	100.00	6734.40	3.34	420.29	0.21	7236.44	3.59			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	05:20:00	Car	562	100.00	1468.40	2.61	99.71	0.18	1587.01	2.82			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	562	100.00	1468.40	2.61	99.71	0.18	1587.01	2.82			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	05:20:00	Car	586	100.00	1827.30	3.12	121.39	0.21	1950.98	3.33			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	586	100.00	1827.30	3.12	121.39	0.21	1950.98	3.33			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	05:20:00	Car	8879	100.00	21529.40	2.42	12313.88	1.39	6182.10	0.70			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	8879	100.00	21568.40	2.43	12344.46	1.39	6187.49	0.70			Truck	7	N/A	39.00	5.57	30.58	4.37	5.40	0.77			
US 75 Frontage Rd Southbound	05:20:00	Car	8723	100.00	14040.60	1.61	5885.48	0.67	5291.17	0.61			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	8723	100.00	14055.00	1.61	5887.83	0.67	5298.95	0.61			Truck	12	N/A	14.40	1.20	2.34	0.20	7.78	0.65			
US 75 HOV Northbound	05:20:00	Car	450	100.00	3162.60	7.03	77.07	0.17	3274.47	7.28			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	450	100.00	3162.60	7.03	77.07	0.17	3274.47	7.28			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	05:20:00	Car	72	100.00	470.00	6.53	18.07	0.25	472.72	6.57			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	72	100.00	470.00	6.53	18.07	0.25	472.72	6.57			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	05:20:00	Car	6496	100.00	50682.60	7.80	13788.03	2.12	41811.89	6.44			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	6496	100.00	50698.20	7.80	13789.98	2.12	41827.49	6.44			Truck	2	N/A	15.60	7.80	1.95	0.98	15.60	7.80			
US 75 Southbound	05:20:00	Car	4527	100.00	31640.10	6.99	4258.55	0.94	31139.44	6.88			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	4527	100.00	31670.30	7.00	4261.43	0.94	31170.39	6.89			Truck	5	N/A	30.20	6.04	2.88	0.58	30.95	6.19			
Entire System	05:25:00	Car	35107	98.54	312459.88	8.90	107513.78	3.06	159004.97	4.53			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	521	1.46	3765.60	7.23	270.00	0.52	3661.20	7.03			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	35628	100.00	316453.97	8.88	107862.68	3.03	162769.02	4.57			Truck	23	N/A	228.60	9.94	78.90	3.43	102.86	4.47			
Greenville Ave Northbound	05:25:00	Car	2374	100.00	5516.00	2.32	1884.81	0.79	2308.13	0.97			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2374	100.00	5523.50	2.33	1886.30	0.79	2312.10	0.97			Truck	1	N/A	7.50	7.50	1.49	1.49	3.97	3.97			
Greenville Ave Southbound	05:25:00	Car	1218	100.00	2316.40	1.90	518.55	0.43	1164.45	0.96			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1218	100.00	2316.40	1.90	518.55	0.43	1164.45	0.96			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Eastbound	05:25:00	Car	1376	100.00	6043.01	4.39	2543.52	1.85	4030.59	2.93			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1376	100.00	6043.01	4.39	2543.52	1.85	4030.59	2.93			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	05:25:00	Car	1602	100.00	5214.21	3.25	326.72	0.20	5608.47	3.50			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1602	100.00	5214.21	3.25	326.72	0.20	5608.47	3.50			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	05:25:00	Car	396	100.00	971.30	2.45	67.13	0.17	1053.89	2.66			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	396	100.00	971.30	2.45	67.13	0.17	1053.89	2.66			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	05:25:00	Car	423	100.00	1409.00	3.33	92.09	0.22	1503.54	3.55			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	423	100.00	1409.00	3.33	92.09	0.22	1503.54	3.55			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	05:25:00	Car	6572	100.00	15796.90	2.40	9255.88	1.41	4401.73	0.67			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	6572	100.00	15832.10	2.41	9284.99	1.41	4405.54	0.67			Truck	6	N/A	35.20	5.87	29.11	4.85	3.82	0.64			
US 75 Frontage Rd Southbound	05:25:00	Car	6396	100.00	8801.50	1.38	3139.26	0.49	3675.44	0.57			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	6396	100.00	8812.29	1.38	3140.77	0.49	3681.50	0.58			Truck	8	N/A	10.80	1.35	1.50	0.19	6.06	0.76			
US 75 HOV Northbound	05:25:00	Car	358	100.00	2396.00	6.69	58.78	0.16	2486.34	6.95			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	358	100.00	2396.00	6.69	58.78	0.16	2486.34	6.95			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	05:25:00	Car	58	100.00	391.00	6.74	15.03	0.26	394.29	6.80			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	58	100.00	391.00	6.74	15.03	0.26	394.29	6.80			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	05:25:00	Car	5181	100.00	38264.48	7.39	9728.69	1.88	32370.91	6.25			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5181	100.00	38272.68	7.39	9729.84	1.88	32379.02	6.25			Truck	2	N/A	8.20	4.10	1.14	0.57	8.11	4.05			
US 75 Southbound	05:25:00	Car	3441	100.00	23138.88	6.72	2925.72	0.85	22997.61	6.68			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3441	100.00	23159.38	6.73	2927.76	0.85	23018.51	6.69			Truck	4	N/A	20.50	5.12	2.05	0.51	20.91	5.23			
Entire System	05:30:00	Car	24438	98.58	187574.64	7.68	64558.71	2.64	98199.87	4.02			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	352	1.42	2473.60	7.03	203.10	0.58	2380.35	6.76			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	24790	100.00	190171.27	7.67	64808.12	2.61	100632.05	4.06			Truck	20	N/A	123.10	6.16	46.31	2.32	51.85	2.59			
Greenville Ave Northbound	05:30:00	Car	1434	100.00	3003.20	2.09	944.31	0.66	1352.40	0.94			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1434	100.00	3010.70	2.10	945.80	0.66	1356.37	0.95			Truck	1	N/A	7.50	7.50	1.49	1.49	3.97	3.97			
Greenville Ave Southbound	05:30:00	Car	772	100.00	1346.20	1.74	280.23	0.36	697.60	0.90			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	772	100.00	1346.20	1.74	280.23	0.36	697.60	0.90			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Eastbound	05:30:00	Car	943	100.00	2123.70	2.25	341.55	0.36	2090.08	2.22			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	943	100.00	2123.70	2.25	341.55	0.36	2090.08	2.22			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	05:30:00	Car	1150	100.00	3733.50	3.25	240.41	0.21	4029.29	3.50			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1150	100.00	3733.50	3.25	240.41	0.21	4029.29	3.50			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	05:30:00	Car	246	100.00	505.30	2.05	36.75	0.15	555.16	2.26			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	246	100.00	505.30	2.05	36.75	0.15	555.16	2.26			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
